Year,Date,Platform,Region,Department,Municipality,Transport,Category,Products,Quantity,Discount,Sale,Profit
Eighteen,1/03/2018,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Trade Equipment,Thermal paper,2,0.2,32896,11102.4
Eighteen,2/03/2018,MercadoLibre,Caribe,Atlantico,Barranquilla,Servientrega+3,Trade Equipment,Shelving,3,0.8,9576,-7900.2
Eighteen,2/03/2018,MercadoLibre,Caribe,Bolivar,Cartagena,Envia+4,Trade Equipment,Shelving,2,0.7,9624,-3689.2
Eighteen,3/03/2018,MercadoLibre,Andina,Norte de Santander,Pamplonita,Servientrega+3,Trade Equipment,Strip Printer,4,0.2,38912,6809.6
Eighteen,3/03/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Drones,1,0,19980,9190.8
Eighteen,3/03/2018,MercadoLibre,Andina,Boyaca,Chiquinquira,Servientrega+3,Trade Equipment,Shelving,2,0.7,7296,-2796.8
Eighteen,3/03/2018,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia-3,Trade Equipment,Shelving,3,0.8,7296,-6019.2
Eighteen,3/03/2018,MercadoLibre,Andina,Boyaca,Sogamoso,Envia+4,Trade Equipment,Dust Extractors,3,0.2,30240,9828
Eighteen,3/03/2018,MercadoLibre,Andina,Boyaca,Sogamoso,Envia+4,Home appliances,Air-conditioning,5,0.5,604900,-39923.4
Eighteen,3/03/2018,MercadoLibre,Andina,Boyaca,Sogamoso,Envia+4,Trade Equipment,Merchandise Labeling,8,0.2,89344,-10051.2
Eighteen,3/03/2018,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Trade Equipment,Payment Machines,3,0.8,353544,-91921.44
Eighteen,3/03/2018,MercadoLibre,Andina,Antioquia,Itagui,Envia+4,Home appliances,Washing machines,3,0.2,1252704,-23488.2
Eighteen,4/03/2018,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Weigh Scales,2,0,22320,11160
Eighteen,4/03/2018,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Industrial,Printers,3,0,124620,44863.2
Eighteen,4/03/2018,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Industrial,Printers,2,0,319960,115185.6
Eighteen,5/03/2018,MercadoLibre,Amazonia,Vaupes,Taraira,Envia-3,Trade Equipment,Dust Extractors,7,0,43120,20697.6
Eighteen,5/03/2018,MercadoLibre,Pacifica,Narino,La Union,Servientrega+3,Trade Equipment,Shelving,2,0,25120,11304
Eighteen,5/03/2018,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Trade Equipment,Shelving,3,0.8,25176,-20140.8
Eighteen,6/03/2018,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega+3,Home appliances,Washing machines,6,0,1031760,226987.2
Eighteen,6/03/2018,MercadoLibre,Pacifica,Cauca,Villa Rica,Servientrega+3,Trade Equipment,Weigh Scales,2,0,30560,14974.4
Eighteen,6/03/2018,MercadoLibre,Caribe,Atlantico,Candelaria,Envia-3,Trade Equipment,Dust Extractors,4,0.2,31872,10358.4
Eighteen,6/03/2018,MercadoLibre,Caribe,Atlantico,Candelaria,Envia-3,Home appliances,Spare Parts,7,0.6,123088,-40003.6
Eighteen,6/03/2018,MercadoLibre,Caribe,Atlantico,Candelaria,Envia-3,Trade Equipment,Merchandise Labeling,3,0.2,265392,19904.4
Eighteen,8/03/2018,MercadoLibre,Amazonia,Caqueta,Cartagena del Chaira,Envia-3,Home appliances,Washing machines,2,0.5,437500,-32375
Eighteen,8/03/2018,MercadoLibre,Amazonia,Caqueta,Cartagena del Chaira,Envia-3,Trade Equipment,Payment Machines,1,0.2,5200,585
Eighteen,8/03/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Thermal paper,2,0,79920,37562.4
Eighteen,8/03/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Furnitures,10,0,204600,53196
Eighteen,8/03/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Merchandise Labeling,2,0,42720,11534.4
Eighteen,8/03/2018,MercadoLibre,Orinoquia,Arauca,Puerto Rondon,Servientrega+3,Trade Equipment,Thermal paper,3,0.2,186048,67442.4
Eighteen,9/03/2018,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega-2,Trade Equipment,Dust Extractors,5,0,28800,14112
Eighteen,9/03/2018,MercadoLibre,Andina,Quindio,La Tebaida,Envia-3,Trade Equipment,Shelving,7,0.7,176148,-11743.2
Eighteen,10/03/2018,MercadoLibre,Caribe,Atlantico,Juan de Acosta,Servientrega+3,Home appliances,Refrigerators,3,0.3,516558,-14020.86
Eighteen,10/03/2018,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Home appliances,Washing machines,1,0.2,286864,7171.6
Eighteen,10/03/2018,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Home appliances,Refrigerators,3,0.2,244704,27529.2
Eighteen,10/03/2018,MercadoLibre,Andina,Norte de Santander,Ocana,Envia+4,Trade Equipment,Merchandise Labeling,2,0.2,123136,9235.2
Eighteen,10/03/2018,MercadoLibre,Andina,Norte de Santander,Ocana,Envia+4,Trade Equipment,Strip Printer,3,0.2,12384,928.8
Eighteen,10/03/2018,MercadoLibre,Andina,Boyaca,Sogamoso,Servientrega-2,Trade Equipment,Strip Printer,2,0.2,111968,8397.6
Eighteen,10/03/2018,MercadoLibre,Andina,Boyaca,Sogamoso,Servientrega-2,Trade Equipment,Weigh Scales,5,0.2,28960,9774
Eighteen,10/03/2018,MercadoLibre,Andina,Boyaca,Sogamoso,Servientrega-2,Industrial,Printers,3,0.2,284976,-3562.2
Eighteen,10/03/2018,MercadoLibre,Orinoquia,Meta,Acacias,Envia+4,Trade Equipment,Lights,3,0.2,8688,1737.6
Eighteen,10/03/2018,MercadoLibre,Orinoquia,Meta,Acacias,Envia+4,Home appliances,Spare Parts,3,0.6,63552,-19065.6
Eighteen,10/03/2018,MercadoLibre,Orinoquia,Meta,Acacias,Envia+4,Trade Equipment,Dust Extractors,2,0.2,9856,3449.6
Eighteen,10/03/2018,MercadoLibre,Amazonia,Guainia,Barrancominas,Envia+4,Trade Equipment,Shelving,2,0,155120,71355.2
Eighteen,10/03/2018,MercadoLibre,Orinoquia,Meta,Acacias,Envia+4,Trade Equipment,Lights,4,0.2,30144,-3768
Eighteen,11/03/2018,MercadoLibre,Andina,Santander,Barrancabermeja,Envia+4,Trade Equipment,Furnitures,3,0.2,572688,-12885.48
Eighteen,11/03/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Drones,4,0,1567920,439017.6
Eighteen,11/03/2018,MercadoLibre,Pacifica,Cauca,Bolivar,Envia+4,Trade Equipment,Shelving,1,0,34600,16608
Eighteen,11/03/2018,MercadoLibre,Pacifica,Narino,La Cruz,Servientrega+3,Trade Equipment,Shelving,2,0,34760,17380
Eighteen,11/03/2018,MercadoLibre,Orinoquia,Casanare,Yopal,Envia+4,Trade Equipment,Furnitures,3,0,23280,6751.2
Eighteen,11/03/2018,MercadoLibre,Caribe,Sucre,Sincelejo,Envia+4,Trade Equipment,Thermal paper,2,0.2,6976,2354.4
Eighteen,11/03/2018,MercadoLibre,Caribe,Sucre,Sincelejo,Envia+4,Trade Equipment,Thermal paper,9,0.2,287712,97102.8
Eighteen,11/03/2018,MercadoLibre,Caribe,Bolivar,Cartagena,Envia+4,Trade Equipment,Merchandise Labeling,2,0.2,51968,-1624
Eighteen,11/03/2018,MercadoLibre,Caribe,Bolivar,Cartagena,Envia+4,Home appliances,Washing machines,6,0.4,1890072,-59852.28
Eighteen,11/03/2018,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Trade Equipment,Shelving,7,0.2,62496,21873.6
Eighteen,11/03/2018,MercadoLibre,Caribe,Bolivar,Cartagena,Envia+4,Home appliances,Spare Parts,3,0.2,820704,-10258.8
Eighteen,11/03/2018,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia-3,Trade Equipment,Shelving,5,0.2,295840,92450
Eighteen,11/03/2018,MercadoLibre,Caribe,La Guajira,Riohacha,Envia+4,Industrial,Printers,3,0,179940,37787.4
Eighteen,11/03/2018,MercadoLibre,Andina,Antioquia,Medellin,Servientrega-2,Trade Equipment,Strip Printer,4,0,13440,6720
Eighteen,12/03/2018,MercadoLibre,Amazonia,Putumayo,Puerto Asis,Envia+4,Industrial,Drones,4,0,959920,268777.6
Eighteen,14/03/2018,MercadoLibre,Andina,Antioquia,La Ceja,Envia+4,Trade Equipment,Thermal paper,2,0,21120,9504
Eighteen,14/03/2018,MercadoLibre,Andina,Antioquia,La Ceja,Envia+4,Trade Equipment,Strip Printer,1,0,6760,2501.2
Eighteen,14/03/2018,MercadoLibre,Andina,Tolima,Coello,Envia+4,Home appliances,Refrigerators,4,0,2279840,569960
Eighteen,14/03/2018,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia-3,Industrial,Laser Cut,2,0.3,1149820,312094
Eighteen,14/03/2018,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia-3,Trade Equipment,Thermal paper,2,0.2,16896,5280
Eighteen,14/03/2018,MercadoLibre,Caribe,Bolivar,Cartagena,Envia+4,Trade Equipment,Thermal paper,6,0.2,182112,63739.2
Eighteen,15/03/2018,MercadoLibre,Caribe,Bolivar,Arjona,Envia+4,Trade Equipment,Merchandise Labeling,1,0.2,285552,35694
Eighteen,15/03/2018,MercadoLibre,Caribe,Bolivar,Arjona,Envia+4,Home appliances,Spare Parts,3,0.2,91392,10281.6
Eighteen,15/03/2018,MercadoLibre,Andina,Santander,Bucaramanga,Envia-3,Trade Equipment,Shelving,3,0.7,5004,-1751.4
Eighteen,15/03/2018,MercadoLibre,Andina,Santander,Bucaramanga,Envia-3,Trade Equipment,Shelving,3,0.7,5004,-2001.6
Eighteen,15/03/2018,MercadoLibre,Caribe,Bolivar,Arjona,Envia+4,Trade Equipment,Thermal paper,3,0.2,263808,95630.4
Eighteen,16/03/2018,MercadoLibre,Andina,Norte de Santander,El Zulia,Servientrega+3,Industrial,Drones,2,0.2,943840,58990
Eighteen,17/03/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Home appliances,Washing machines,7,0.4,3159492,-89518.94
Eighteen,17/03/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Home appliances,Washing machines,4,0.4,2143152,-110729.52
Eighteen,17/03/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Home appliances,Washing machines,3,0.4,1227816,-24556.32
Eighteen,17/03/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Thermal paper,7,0,69720,32768.4
Eighteen,17/03/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Thermal paper,4,0,310080,151939.2
Eighteen,17/03/2018,MercadoLibre,Orinoquia,Meta,Acacias,Servientrega-2,Trade Equipment,Strip Printer,2,0.2,8896,667.2
Eighteen,17/03/2018,MercadoLibre,Orinoquia,Meta,Acacias,Servientrega-2,Trade Equipment,Thermal paper,1,0.2,10368,3758.4
Eighteen,17/03/2018,MercadoLibre,Orinoquia,Meta,Acacias,Servientrega-2,Trade Equipment,Thermal paper,3,0.2,31104,10886.4
Eighteen,17/03/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Trade Equipment,Shelving,2,0.2,97280,31616
Eighteen,17/03/2018,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Trade Equipment,Shelving,7,0.2,97328,31631.6
Eighteen,17/03/2018,MercadoLibre,Amazonia,Guainia,Inirida,Envia+4,Trade Equipment,Thermal paper,2,0,25920,12700.8
Eighteen,17/03/2018,MercadoLibre,Amazonia,Guainia,Inirida,Envia+4,Trade Equipment,Thermal paper,4,0,32000,15360
Eighteen,17/03/2018,MercadoLibre,Amazonia,Guainia,Inirida,Envia+4,Trade Equipment,Payment Machines,3,0,65340,16988.4
Eighteen,17/03/2018,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega+3,Trade Equipment,Thermal paper,6,0.2,253248,82305.6
Eighteen,18/03/2018,MercadoLibre,Caribe,Bolivar,Cartagena,Envia+4,Industrial,Laser Cut,4,0.5,1642600,-16426
Eighteen,18/03/2018,MercadoLibre,Caribe,Bolivar,Cartagena,Envia+4,Industrial,Laser Cut,6,0.5,45276960,-362215.68
Eighteen,18/03/2018,MercadoLibre,Caribe,Bolivar,Cartagena,Envia+4,Trade Equipment,Thermal paper,4,0.2,42752,14963.2
Eighteen,18/03/2018,MercadoLibre,Caribe,Bolivar,Cartagena,Envia+4,Trade Equipment,Strip Printer,3,0.2,16032,2004
Eighteen,18/03/2018,MercadoLibre,Caribe,Bolivar,Cartagena,Envia+4,Home appliances,Spare Parts,2,0.2,61536,16153.2
Eighteen,18/03/2018,MercadoLibre,Caribe,Bolivar,Cartagena,Envia+4,Trade Equipment,Lights,3,0.2,37872,11835
Eighteen,18/03/2018,MercadoLibre,Caribe,Bolivar,Cartagena,Envia+4,Home appliances,Spare Parts,3,0.2,244704,30588
Eighteen,18/03/2018,MercadoLibre,Andina,Antioquia,Bello,Servientrega+3,Home appliances,Air-conditioning,10,0.15,2396660,140980
Eighteen,18/03/2018,MercadoLibre,Andina,Antioquia,Rionegro,Envia+4,Home appliances,Spare Parts,2,0,222000,28860
Eighteen,18/03/2018,MercadoLibre,Andina,Antioquia,Rionegro,Envia+4,Industrial,Laser Cut,4,0.2,2559936,831979.2
Eighteen,18/03/2018,MercadoLibre,Andina,Antioquia,Rionegro,Envia+4,Trade Equipment,Merchandise Labeling,7,0,3712380,668228.4
Eighteen,19/03/2018,MercadoLibre,Caribe,Bolivar,Mahates,Envia-3,Industrial,Drones,3,0.2,647952,56695.8
Eighteen,19/03/2018,MercadoLibre,Caribe,Bolivar,Mahates,Envia-3,Trade Equipment,Dust Extractors,4,0.2,23616,7970.4
Eighteen,19/03/2018,MercadoLibre,Caribe,Bolivar,Mahates,Envia-3,Trade Equipment,Merchandise Labeling,3,0.2,52320,3924
Eighteen,19/03/2018,MercadoLibre,Andina,Antioquia,Itagui,Envia+4,Trade Equipment,Shelving,6,0.2,57504,19407.6
Eighteen,19/03/2018,MercadoLibre,Caribe,Bolivar,Mahates,Envia-3,Home appliances,Spare Parts,3,0.2,9984,2745.6
Eighteen,19/03/2018,MercadoLibre,Caribe,Bolivar,Mahates,Envia-3,Home appliances,Spare Parts,3,0.2,40032,11008.8
Eighteen,19/03/2018,MercadoLibre,Caribe,Bolivar,Mahates,Envia-3,Industrial,Printers,2,0.2,340480,106400
Eighteen,21/03/2018,MercadoLibre,Andina,Boyaca,Chiquinquira,Envia+4,Trade Equipment,Strip Printer,2,0.2,14816,2407.6
Eighteen,21/03/2018,MercadoLibre,Andina,Boyaca,Chiquinquira,Envia+4,Trade Equipment,Strip Printer,3,0.2,12096,3175.2
Eighteen,21/03/2018,MercadoLibre,Andina,Norte de Santander,Toledo,Envia+4,Trade Equipment,Merchandise Labeling,1,0.2,32544,-3864.6
Eighteen,21/03/2018,MercadoLibre,Andina,Boyaca,Tunja,Envia+4,Industrial,Drones,7,0,6999860,1819963.6
Eighteen,21/03/2018,MercadoLibre,Andina,Boyaca,Tunja,Envia+4,Trade Equipment,Dust Extractors,5,0,28800,13248
Eighteen,21/03/2018,MercadoLibre,Andina,Boyaca,Tunja,Envia+4,Trade Equipment,Thermal paper,3,0,245940,120510.6
Eighteen,21/03/2018,MercadoLibre,Andina,Boyaca,Tunja,Envia+4,Trade Equipment,Strip Printer,4,0,18640,5405.6
Eighteen,21/03/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Shelving,3,0.2,102624,37201.2
Eighteen,21/03/2018,MercadoLibre,Caribe,Sucre,Corozal,Envia+4,Trade Equipment,Dust Extractors,5,0.2,118400,44400
Eighteen,21/03/2018,MercadoLibre,Caribe,Sucre,Corozal,Envia+4,Home appliances,Spare Parts,3,0.2,65904,13180.8
Eighteen,21/03/2018,MercadoLibre,Caribe,Sucre,Corozal,Envia+4,Home appliances,Refrigerators,3,0.2,436752,-10918.8
Eighteen,22/03/2018,MercadoLibre,Andina,Boyaca,Sogamoso,Envia+4,Trade Equipment,Shelving,4,0.7,10968,-4021.6
Eighteen,22/03/2018,MercadoLibre,Andina,Boyaca,Puerto Boyaca,Envia+4,Trade Equipment,Shelving,3,0.7,11106,-4072.2
Eighteen,22/03/2018,MercadoLibre,Orinoquia,Arauca,Arauquita,Envia+4,Trade Equipment,Thermal paper,3,0.2,148704,46470
Eighteen,22/03/2018,MercadoLibre,Orinoquia,Arauca,Arauquita,Envia+4,Home appliances,Refrigerators,3,0.2,628704,-35364.6
Eighteen,22/03/2018,MercadoLibre,Pacifica,Narino,Ipiales,Servientrega-2,Trade Equipment,Strip Printer,2,0,32560,13024
Eighteen,23/03/2018,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Trade Equipment,Merchandise Labeling,2,0,660800,171808
Eighteen,23/03/2018,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Industrial,Drones,6,0.2,1209504,75594
Eighteen,23/03/2018,MercadoLibre,Caribe,Bolivar,Turbana,Envia-3,Trade Equipment,Dust Extractors,3,0.2,19824,6442.8
Eighteen,24/03/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Thermal paper,5,0,49800,23406
Eighteen,24/03/2018,MercadoLibre,Andina,Antioquia,Sabanalarga,Servientrega+3,Home appliances,Spare Parts,2,0,80960,29145.6
Eighteen,25/03/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Home appliances,Refrigerators,7,0.1,733572,130412.8
Eighteen,25/03/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Trade Equipment,Strip Printer,2,0,13120,3804.8
Eighteen,25/03/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Trade Equipment,Strip Printer,2,0,29760,7440
Eighteen,25/03/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Industrial,Printers,4,0,90960,31836
Eighteen,25/03/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Trade Equipment,Strip Printer,6,0,50880,19843.2
Eighteen,26/03/2018,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Industrial,Printers,3,0,132600,17238
Eighteen,26/03/2018,MercadoLibre,Andina,Antioquia,Bello,Servientrega+3,Trade Equipment,Strip Printer,2,0,6720,1680
Eighteen,26/03/2018,MercadoLibre,Caribe,Magdalena,Santa Marta,Envia+4,Trade Equipment,Shelving,7,0.2,319536,107843.4
Eighteen,26/03/2018,MercadoLibre,Andina,Antioquia,Bello,Servientrega+3,Industrial,Drones,2,0.2,57568,5756.8
Eighteen,26/03/2018,MercadoLibre,Andina,Antioquia,Andes,Servientrega+3,Trade Equipment,Dust Extractors,5,0,37500,18000
Eighteen,28/03/2018,MercadoLibre,Andina,Boyaca,Tunja,Envia+4,Home appliances,Washing machines,1,0.4,661176,-28650.96
Eighteen,29/03/2018,MercadoLibre,Orinoquia,Meta,Puerto Lleras,Envia+4,Home appliances,Washing machines,3,0.3,1781682,-30543.12
Eighteen,30/03/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Strip Printer,5,0,99300,41706
Eighteen,30/03/2018,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Trade Equipment,Merchandise Labeling,3,0,31680,0
Eighteen,30/03/2018,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Trade Equipment,Dust Extractors,3,0,88800,44400
Eighteen,30/03/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Trade Equipment,Strip Printer,5,0,21000,5880
Eighteen,30/03/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Home appliances,Air-conditioning,2,0.15,411332,-12098
Eighteen,30/03/2018,MercadoLibre,Orinoquia,Meta,El Castillo,Envia-3,Trade Equipment,Weigh Scales,5,0.2,671440,226611
Eighteen,30/03/2018,MercadoLibre,Orinoquia,Meta,El Castillo,Envia-3,Industrial,Drones,7,0.2,503888,176360.8
Eighteen,30/03/2018,MercadoLibre,Orinoquia,Meta,El Castillo,Envia-3,Home appliances,Refrigerators,7,0.3,254604,-9093
Eighteen,31/03/2018,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Trade Equipment,Shelving,6,0.7,13716,-5715
Eighteen,31/03/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Trade Equipment,Payment Machines,2,0,105960,29668.8
Eighteen,31/03/2018,MercadoLibre,Andina,Antioquia,Caldas,Servientrega+3,Trade Equipment,Shelving,4,0.2,34176,11107.2
Eighteen,31/03/2018,MercadoLibre,Amazonia,Caqueta,Florencia,Envia+4,Trade Equipment,Shelving,3,0.7,37764,-13846.8
Eighteen,31/03/2018,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Industrial,Printers,2,0.2,159968,27994.4
Eighteen,31/03/2018,MercadoLibre,Andina,Boyaca,Tunja,Envia+4,Trade Equipment,Shelving,7,0.7,45276,-16601.2
Eighteen,31/03/2018,MercadoLibre,Caribe,Bolivar,Arjona,Servientrega-2,Home appliances,Refrigerators,7,0.2,2250976,196960.4
Eighteen,31/03/2018,MercadoLibre,Caribe,Cordoba,Cienaga de Oro,Envia+4,Trade Equipment,Shelving,2,0,1219960,548982
Eighteen,31/03/2018,MercadoLibre,Caribe,Bolivar,Arjona,Servientrega-2,Trade Equipment,Strip Printer,2,0.2,8064,2116.8
Eighteen,1/04/2018,MercadoLibre,Caribe,Atlantico,Polonuevo,Envia+4,Trade Equipment,Dust Extractors,3,0.2,23568,8543.4
Eighteen,1/04/2018,MercadoLibre,Caribe,Atlantico,Polonuevo,Envia+4,Trade Equipment,Merchandise Labeling,3,0.2,545472,-12954.96
Eighteen,1/04/2018,MercadoLibre,Caribe,Atlantico,Polonuevo,Envia+4,Trade Equipment,Shelving,3,0.8,5616,-4492.8
Eighteen,2/04/2018,MercadoLibre,Andina,Boyaca,Saboya,Envia-3,Trade Equipment,Shelving,3,0.7,9720,-3564
Eighteen,2/04/2018,MercadoLibre,Andina,Antioquia,Itagui,Envia+4,Trade Equipment,Thermal paper,4,0,68480,32185.6
Eighteen,2/04/2018,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Trade Equipment,Shelving,6,0.2,201408,75528
Eighteen,3/04/2018,MercadoLibre,Caribe,Bolivar,Montecristo,Envia+4,Trade Equipment,Strip Printer,3,0.2,31104,4665.6
Eighteen,4/04/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Trade Equipment,Dust Extractors,6,0,37800,18144
Eighteen,4/04/2018,MercadoLibre,Pacifica,Cauca,Popayan,Envia+4,Home appliances,Spare Parts,1,0,10940,4704.2
Eighteen,4/04/2018,MercadoLibre,Pacifica,Cauca,Popayan,Envia+4,Trade Equipment,Strip Printer,4,0,158720,47616
Eighteen,4/04/2018,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Trade Equipment,Shelving,4,0.2,35712,12499.2
Eighteen,5/04/2018,MercadoLibre,Orinoquia,Meta,Guamal,Envia+4,Trade Equipment,Shelving,4,0.8,7312,-5849.6
Eighteen,5/04/2018,MercadoLibre,Orinoquia,Casanare,Paz de Ariporo,Servientrega-2,Home appliances,Spare Parts,2,0,54920,19771.2
Eighteen,5/04/2018,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia-3,Trade Equipment,Strip Printer,2,0.2,75680,5676
Eighteen,5/04/2018,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia-3,Trade Equipment,Lights,6,0.2,10944,3693.6
Eighteen,5/04/2018,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia-3,Home appliances,Spare Parts,7,0,24360,7795.2
Eighteen,5/04/2018,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia-3,Trade Equipment,Payment Machines,4,0,115360,38068.8
Eighteen,5/04/2018,MercadoLibre,Andina,Antioquia,San Juan de Uraba,Servientrega+3,Trade Equipment,Payment Machines,2,0,486320,145896
Eighteen,6/04/2018,MercadoLibre,Andina,Boyaca,Sogamoso,Envia+4,Trade Equipment,Thermal paper,2,0.2,32448,11762.4
Eighteen,6/04/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Home appliances,Spare Parts,2,0,113920,42150.4
Eighteen,6/04/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Payment Machines,4,0,31120,8091.2
Eighteen,6/04/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Home appliances,Air-conditioning,2,0.2,707136,-44196
Eighteen,6/04/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Home appliances,Spare Parts,2,0,27920,13401.6
Eighteen,7/04/2018,MercadoLibre,Amazonia,Caqueta,Florencia,Envia-3,Trade Equipment,Thermal paper,4,0.2,355072,124275.2
Eighteen,7/04/2018,MercadoLibre,Amazonia,Caqueta,Florencia,Envia-3,Trade Equipment,Payment Machines,2,0.2,64864,6486.4
Eighteen,7/04/2018,MercadoLibre,Andina,Tolima,Chaparral,Envia+4,Trade Equipment,Thermal paper,3,0,43680,21840
Eighteen,7/04/2018,MercadoLibre,Andina,Antioquia,La Pintada,Envia+4,Trade Equipment,Shelving,6,0.2,83808,28285.2
Eighteen,10/04/2018,MercadoLibre,Andina,Antioquia,Caldas,Envia+4,Trade Equipment,Dust Extractors,5,0,28900,13583
Eighteen,10/04/2018,MercadoLibre,Orinoquia,Meta,Puerto Concordia,Envia+4,Trade Equipment,Shelving,4,0.8,16544,-13648.8
Eighteen,10/04/2018,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Trade Equipment,Dust Extractors,4,0,58480,27485.6
Eighteen,10/04/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Home appliances,Refrigerators,5,0.1,1178820,-6549
Eighteen,11/04/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Home appliances,Refrigerators,1,0.1,271764,48313.6
Eighteen,11/04/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Laser Cut,2,0,7983960,3991980
Eighteen,11/04/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Drones,6,0,551880,160045.2
Eighteen,11/04/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Printers,4,0,720000,259200
Eighteen,11/04/2018,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Merchandise Labeling,1,0,87140,26142
Eighteen,11/04/2018,MercadoLibre,Andina,Norte de Santander,Lourdes,Servientrega+3,Trade Equipment,Lights,3,0.2,16752,5444.4
Eighteen,11/04/2018,MercadoLibre,Andina,Norte de Santander,Lourdes,Servientrega+3,Trade Equipment,Payment Machines,5,0.2,116480,10192
Eighteen,11/04/2018,MercadoLibre,Andina,Antioquia,Itagui,Envia+4,Home appliances,Spare Parts,2,0,70680,26858.4
Eighteen,11/04/2018,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Industrial,Drones,7,0.2,1332688,133268.8
Eighteen,11/04/2018,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Home appliances,Washing machines,4,0.2,1147456,-12908.88
